studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,konfidenz,split
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1071,Praxisphase,16,"lernen, sich in neuen Situationen zurecht zu finden und sich damit auseinanderzusetzen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1071,Praxisphase,17,"entwickeln Selbstvertrauen, Selbstdisziplin und Selbstreflexion,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1071,Praxisphase,18,"übernehmen Eigenverantwortung,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1071,Praxisphase,19,"lernen mit Stress umzugehen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1071,Praxisphase,20,"entwickeln ein neues Zeitmanagement,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1071,Praxisphase,21,"werden in ihrer Kreativität mehr gefordert,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1071,Praxisphase,22,erhalten eine andere Wahrnehmung.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,1,"erweitern ihre fachspezifischen Kenntnisse,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,2,bearbeiten eine praktische oder theoretische Problemlösung in ihrem ausgewählten Themengebiet.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,3,"Die Studierenden können ihr Thema mit angemessenen wissenschaftlichen Methoden bearbeiten,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,4,die Aussagekraft ihrer Ergebnisse kritisch reflektieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,5,"Die Studierenden können sich aufgrund der angeeigneten sozialen Kompetenz im beruflichen Umfeld integrieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,6,"im Team fachspezifische Probleme diskutieren, ggf. auch in englischer Sprache.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,7,"Die Studierenden können unter Einbehaltung der zeitlichen Vorgaben selbständig und zielorientiert arbeiten,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,8,"bei Bedarf Beratungsangebote ihrer Betreuer*innen annehmen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,9,ihre Arbeitsweise kontinuierlich kritisch reflektieren und,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1072,Bachelorarbeit,10,für andere Projekte/Projektphasen adaptieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1073,Kolloquium zur Bachelorarbeit,1,Die Studierenden können die Ergebnisse der Bachelorarbeit verständlich und kompetent darstellen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1073,Kolloquium zur Bachelorarbeit,2,Die Darstellung ist fundiert und in ihrer Tiefe und Komplexität der Fragestellung angepasst.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1073,Kolloquium zur Bachelorarbeit,3,"die zur Lösung der gegebenen Fragestellung verwendeten Methoden verständlich und kompetent darstellen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1073,Kolloquium zur Bachelorarbeit,4,auf Nachfrage zum präsentierten Thema kompetent antworten.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1073,Kolloquium zur Bachelorarbeit,5,"Die Studierenden können ihre Ergebnisse in angemessener, medial unterstützter und wissenschaftlich fundierter Form zu präsentieren.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1073,Kolloquium zur Bachelorarbeit,6,Die Studierenden können ihren Lösungsweg und ihre Erkenntnisse während des Kolloquiums argumentieren und verteidigen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1073,Kolloquium zur Bachelorarbeit,7,Die Studierenden können ihre persönlichen Stärken und Schwächen in Bezug auf die Darstellung komplexer Sachverhalte reflektieren und verbessern.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,1,"Die Studierenden können den atomaren Aufbau und die Eigenschaften von metallischen Werkstoffen beschreiben,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,2,"die Grundbegriffe der Legierungskunde benennen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,3,"die wesentlichen Merkmale der Wärmebehandlung darstellen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,4,"die Grundlagen von Nichteisenmetallen, Kunststoffen, Keramiken und Verbundwerkstoffen",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,5,"wiedergeben, die Grundlagen von biotischen/biobasierten Werkstoffen wiedergeben, Werkstoffe anhand der mechanischen Eigenschaften unterscheiden, Umwelteigenschaften von Werkstoffen unterscheiden, alternative umweltschonende Werkstoffe auswählen.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,6,"Die Studierenden können anwendungsbezogen Werkstoffe auswählen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,7,Verfahren der Werkstoffprüfung erläutern,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,8,Die Studierenden können zielorientiert mit anderen zusammenarbeiten.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,9,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1111,Materialwissenschaften,10,ihren Lernfortschritt reflektieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),1,"Die Studierenden können ruhende Tragwerke in der Natur und in der Technik identifizieren und untersuchen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),2,"mechanische Modelle aus der Realität extrahieren, klassifizieren und statisch bestimmte Systeme mithilfe der erlernten Methoden analysieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),3,"die Wirkungen von Lasten auf starre Körper und deren Wirkungen auf das betrachtete Bauteil aufgrund einwirkender Kräfte erkennen und berechnen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),4,die Wirkungen von Lasten auf Körper und deren Wirkungen im betrachteten Bauteil aufgrund einwirkender Kräfte erkennen und berechnen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),5,"Die Studierenden können auf verschiedene Arten und Weisen komplexe Zustände, z.B. Maschinen und Anlagenteile, Fahrzeugkomponenten usw. in einfachere Teilsysteme zerlegen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),6,auf verschiedene Arten und Weisen z.B. zeichnerisch oder mit verschiedenen Methoden analytisch statische Probleme lösen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),7,"Die Studierenden können das Erlernte wiedergeben, so dass im späteren Berufsleben die angewendeten Methoden auch erklären werden können,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),8,"ihr Wissen anderen vermitteln, indem die Inhalte der Technischen Mechanik dargestellt, die Ergebnisse begründet und interpretiert werden",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),9,"Die Studierenden können selbstständig die Problematik eines komplexen Systems erkennen, dieses auf das Wesentliche so reduzieren, dass es berechnet werden kann,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),10,"das ermittelte Ergebnis mittels verschiedener erlernter Methoden selbst prüfen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1112,Technische Mechanik 1 (TM1),11,anhand erlernter Methoden schnell und einfach die Ergebnisse anderer überprüfen bzw. kontrollieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),1,"Die Studierenden können die Zusammenhänge zwischen Kräften und Verformungen über Materialgesetze in elastischen Körpern verstehen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),2,"mit den zugrundeliegenden Methoden und Gesetzen die Verformungen prognostizieren und auch komplexere, statisch unbestimmte Systeme analysieren und beurteilen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),3,"mit Einführung des zentralen Begriffs der Spannung die Tragfähigkeit von Bauteilen bewerten,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),4,"ein Versagen von Bauteilen in Folge verschiedener Belastungen prognostizieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),5,"Bauteile so auslegen, dass ein Versagen vermieden wird.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),6,"Die Studierenden können mittels verschiedener Methoden mögliche Versagensursachen von Bauteilen kritisch hinterfragen und deuten,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),7,"Berechnungen innerhalb bestimmter Beanspruchungsformen anstellen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),8,Methoden zur Deutung und Berechnung von Stabilitätsproblemen anwenden.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),9,"Die Studierenden können das Erlernte wiedergeben, so dass Sie im späteren Berufsleben die angewendeten Methoden auch erklären können,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),10,"anderen die Inhalte der Technischen Mechanik vermitteln, die Ergebnisse begründen und interpretieren.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),11,"Die Studierenden können selbstständig die Problematik eines komplexen Systems erkennen, dieses auf das Wesentliche so reduzieren, um es zu berechnen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),12,"das ermittelte Ergebnis mittels verschiedener erlernter Methoden selbst prüfen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1122,Technische Mechanik 2 (TM2),13,Methoden und die Ergebnisse anderer erkennen und diese kritisch hinterfragen und ggf. alternative Lösungsansätze einsetzen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,1,können die wesentlichen Fertigungsverfahren in den Bereichen Metall- und Kunststoffbearbeitung benennen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,2,können die Fertigungsverfahren in deren Hauptgruppe einteilen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,3,verstehen die Funktionsweise der verschiedenen Fertigungsverfahren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,4,können den Ablauf industrierelevanter Fertigungsverfahren sowie deren Vor- und Nachteile erläutern.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,5,können für gegebene Werkstücke passende Fertigungsverfahren auswählen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,6,können Fertigungsverfahren für ein Werkstück in eine sinnvolle Reihenfolge bringen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,7,können alternative Fertigungsverfahren auswählen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,8,können die Wirtschaftlichkeit von Fertigungsverfahren beurteilen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,9,können die Wechselwirkungen und Zusammenhänge zwischen den Disziplinen Fertigungs- und Konstruktionstechnik erläutern.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,10,Die Studierenden können zielorientiert mit anderen zusammenarbeiten.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,11,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1121,Fertigungsverfahren,12,ihren Lernfortschritt reflektieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,1,Die Studierenden sind in der Lage,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,2,"Normen auf technische Produkte anzuwenden,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,3,"Darstellungen in technischen Zeichnungen normgerecht zu erstellen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,4,"Bauteile und Baugruppen zeichnerisch darstellen zu können,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,5,"technische Zeichnungen lesen, interpretieren und beurteilen zu können,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,6,"Skizzen, Volumenkörper und Zeichnungen für Einzelteile im CAD-System erstellen zu können.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,7,"Bauteile und Baugruppen unter Berücksichtigung von Funktions-, Herstellungs-, Wirtschaftlichkeits- und Umweltanforderungen konzipieren, entwickeln und konstruieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,8,"Die Studierenden können eigenständig Skizzen und Handzeichnungen der Bauteile und Baugruppen unter Berücksichtigung der gängigen Normen und Richtlinien erstellen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,9,einfache Zeichnungen in ein 3D System überführen und mittels des Systems alle notwendigen Zeichnungsangaben zur fertigungsgerechten Bemaßung vornehmen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,10,"Die Studierenden können in Teams Entwicklungs- und Konstruktionsaufgaben organisieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,11,"zielgerichtet Aufgabenstellungen lösen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,12,"sich in Gruppen kooperativ verhalten, um die Gruppenentwicklung zu unterstützen und kollektive Strategien umzusetzen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,13,"Problemlösungen erfassen, klar formulieren, zielgruppengerecht präsentieren und argumentativ verteidigen.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1123,Konstruktionslehre,14,Die Studierenden können im Zuge der Übungen ihren Lernfortschritt reflektieren und Ihr Lernverhalten eigenständig anpassen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,1,"Die Studierenden können das Verhalten grundlegender Bauteile und Verfahren der Elektrotechnik erklären,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,2,"einfache elektrische Schaltkreise aufbauen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,3,"die Einsatzmöglichkeiten einer speicherprogrammierbaren Steuerung erkennen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,4,"Grundschaltungen skizzieren und mathematisch lösen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,5,"Die Studierenden können wesentliche elektrische Größen durch Messungen ermitteln,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,6,"die gelernten Grundlagen zu neuen Schaltungen oder Programmierungen kombinieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,7,einfache elektrische Schaltungen aufbauen und verdrahten.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,8,"vertiefen in Gruppenübungen das Arbeiten im Team mit den zugehörigen Kommunikationsprozessen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,9,können ihre Meinung deutlich vertreten.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,10,"erlangen die Fähigkeit, neue Ideen und Lösungen zu entwickeln,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,11,arbeiten effizient auf ein Ziel hin.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,1,"Die Studierenden können das Grundverständnis für Datenverarbeitung erklären,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,2,"die Möglichkeiten und Grenzen der Informationsverarbeitung bewerten,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,3,"Einsatzmöglichkeiten, Chancen und Risiken moderner Informationstechnologien einschätzen und neue Trends erkennen.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,4,Die Studierenden können die Grundprinzipien für das Programmieren anwenden.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,5,"nehmen aktiv am Lernen teil,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,6,stellen ihre Standpunkte und Interessen sachlich dar.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,7,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,8,ihren Lernfortschritt reflektieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,1,"Die Studierenden können die Funktion von Maschinenelementen beschreiben,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,2,"die Funktion der Maschinenelemente in verschiedenen technischen Systemen differenzieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,3,"den Festigkeitsnachweis von Maschinenelementen praktisch durchführen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,4,"die Ansätze einer systematischen Produktentwicklung im Team erkennen und praktizieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,5,Bauteile und Baugruppen unter einem ganzheitlichen Aspekt entwickeln und verifizieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,6,"Techniken zur Entwicklung und Konstruktion von Bauteilen und Baugruppen anwenden,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,7,"Die Studierenden können verschiedene Maschinenelemente eigenständig dimensionieren und auslegen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,8,"für unterschiedliche Maschinenelemente einen Festigkeitsnachweis führen, diesen bewerten und Maßnahme zur Optimierung ergreifen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,9,vorhandene Maschinenelemente im Hinblick auf die Wirtschaftlichkeit optimieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,10,"Entwicklungs- und Konstruktionsaufgaben im Team organisieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,11,"Die Studierenden können zielgerichtet technische Aufgabenstellungen lösen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,12,"sich in Gruppen kooperativ verhalten, um die Gruppenentwicklung zu unterstützen und kollektive Strategien umzusetzen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,13,"Problemlösungen erfassen, klar formulieren, zielgruppengerecht präsentieren und argumentativ verteidigen.",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1141,Maschinenelemente,14,Die Studierenden können im Zuge der Übungen ihren Lernfortschritt reflektieren und Ihr Lernverhalten eigenständig anpassen.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,1,"verstehen die fachübliche Sprache der Thermodynamik und wenden sie an,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,2,"können Sinnbilder für Anlagen-Komponenten identifizieren sowie Anlagenschaltpläne lesen und darstellen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,3,können die Grundprinzipien von thermodynamischen Kreisprozessen erläutern.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,4,"führen durch systematisches Vorgehen komplexe Zustands- und Prozess-Berechnungen durch,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,5,"erstellen Energiebilanzen für geschlossene und offene Systeme,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,6,"unterscheiden mithilfe der Zustandsgröße Entropie zwischen möglichen und unmöglichen Prozessen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,7,"analysieren Vorgänge in realen technischen Apparaten und Anlagen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,8,simulieren technische Vorgänge durch Anwendung der Beziehungen und Methoden der Thermodynamik.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,9,"Die Studierenden können in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,10,ihren Standpunkt in Diskussionen argumentativ sachlich vertreten.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,11,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,12,"ihren Lernfortschritt reflektieren,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1142,Technische Thermodynamik,13,ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,1,ermitteln in Schaltungen mit Kondensatoren und Spulen die Zusammenhänge zwischen Strom und Spannung bzw. deren zeitlicher Änderungen und analysieren das transiente Verhalten der Schaltung,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,2,unterscheiden die Grundbegriffe der Wechselstromtechnik und können charakteristische Größen aus gegebenen Signalverläufen ermitteln,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,3,"wenden die grundlegenden Gleichungen der Elektrotechnik an, um elektrische Größen in linearen Gleichstromnetzen analytisch zu berechnen",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,4,berechnen Kapazitäten und Induktivitäten von Anordnungen bzw. legen diese anhand der geforderten Parameter aus,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,5,wenden die komplexe Wechselstromrechnung einschließlich zugehöriger Zeigerdiagramme zur Analyse von Wechselstromnetzen im eingeschwungenen Zustand an,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,6,"analysieren die Funktionsweise grundlegender Wechselstromschaltungen und legen diese zur Erzielung vorgegebener Eigenschaften (z.B. Effektivwerte oder Phasenwinkel von Strom und Spannung, Wirk- / Schein- / Blindleistungsbedarf) aus",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,7,sind sich der technischen Bedeutung der sinusförmigen Wechselgrößen bewusst,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,8,unterscheiden die verschiedenen physikalischen Größen der Elektrotechnik und deren Einheiten,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,9,lösen Gleichungen mit einer Variablen sowie lineare Gleichungssysteme und lineare Differenzialgleichungen erster Ordnung,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,10,verwenden komplexe Zahlen zur Darstellung und Berechnung sinusförmiger Größen,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,11,gebrauchen eine Software für numerische Mathematik zum Lösen von Gleichungssystemen und Darstellen von Funktionsverläufen,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,12,erarbeiten und diskutieren Lösungen zu Aufgabenstellungen in Kleingruppen,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,13,fassen wesentliche Ergebnisse zusammen und erläutern diese in einem Kurzvortrag,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,14,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1211,Einführung in die Elektrotechnik 1,15,ihren Lernfortschritt reflektieren.,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,1,"kennen den Aufbau und die Formulierung von funktionalen Programmeinheiten,,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,2,"kennen die strukturierte Interaktion zwischen Programmeinheiten,",,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1212,Informatik 1,3,"können Zahlenformate darstellen,",,,,
