studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,qualitaet,konfidenz
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1282,Project Management and Process Design,1,"Bedeutung, Aufgaben und Abhängigkeiten der finanzwirtschaftlichen Tätigkeiten Investition und Finanzierung gegenüberzustellen",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1282,Project Management and Process Design,2,"die wesentlichen Investitionsrechenverfahren auf einfache Fallbeispiele anzuwenden, die Vor- und Nachteile der Verfahren zu beschreiben und ihre Aussagen zu beurteilen",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1282,Project Management and Process Design,3,die wichtigsten Formen der Innen- und der Außenfinanzierung und ihre Bedeutung für Unternehmen in Abhängigkeit der Rechtsform zu erläutern und,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1282,Project Management and Process Design,4,die Relevanz von Kapitalstruktur und Kapitalkosten zu illustrieren,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,1,Die Studierenden verfügen über ein Grundverständnis von Stoff- und Wärmeübergängen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,2,Die Studierenden kennen die verfahrenstechnischen Grundoperationen auf Basis der Grundlagen von Wärme- und Stoffübergang und können diese anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,3,Die Studierenden beherrschen die Bilanzierungen bzgl.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,4,Masse und Energie.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,5,"Die Studierenden sind in der Lage, einfache Apparate wie Destillations- und Rektifikationskolonnen, Sorptionsapparate, Trockner und Kristallisatoren zu berechnen und auszulegen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,6,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei thermischen Verfahren.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,1,Die Studierenden verfügen über ein Grundverständnis von Stoff- und Wärmeübergängen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,2,Die Studierenden kennen die verfahrenstechnischen Grundoperationen auf Basis der Grundlagen von Wärme- und Stoffübergang und können diese anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,3,Die Studierenden beherrschen die Bilanzierungen bzgl.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,4,Masse und Energie.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,5,"Die Studierenden sind in der Lage, einfache Apparate wie Destillations- und Rektifikationskolonnen, Sorptionsapparate, Trockner und Kristallisatoren zu berechnen und auszulegen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,6,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei thermischen Verfahren.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1105,Produkt- und Innovationsmanagement,1,"Die Studierenden werden in die Planung, Steuerung und Kontrolle der Entwicklung und Vermarktung von Produkten eingeführt.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1105,Produkt- und Innovationsmanagement,2,Die Studierenden begreifen das Produktmanagement als wesentliche Schnittstelle zwischen den Bereichen F&E und Marketing.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1105,Produkt- und Innovationsmanagement,3,"Die Studierenden sind in der Lage, das Wissen aus Produktentwicklung, Vertrieb und Marketing sowie Markt- und Verbraucherforschung an praktischen Beispielen anzuwenden, zu verknüpfen und zu vertiefen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1105,Produkt- und Innovationsmanagement,4,"Die Studierenden verfügen über das Know-How und Instrumentarium, um ein effizientes Innovationsmanagement in und für Unternehmen zu entwickeln.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1285,Product and Innovation Management,1,"Die Studierenden werden in die Planung, Steuerung und Kontrolle der Entwicklung und Vermarktung von Produkten eingeführt.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1285,Product and Innovation Management,2,Die Studierenden begreifen das Produktmanagement als wesentliche Schnittstelle zwischen den Bereichen F&E und Marketing.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1285,Product and Innovation Management,3,"Die Studierenden sind in der Lage, das Wissen aus Produktentwicklung, Vertrieb und Marketing sowie Markt- und Verbraucherforschung an praktischen Beispielen anzuwenden, zu verknüpfen und zu vertiefen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1285,Product and Innovation Management,4,"Die Studierenden verfügen über das Know-How und Instrumentarium, um ein effizientes Innovationsmanagement in und für Unternehmen zu entwickeln.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,1,Die Studierenden verstehen grundsätzlich die Denk- und Vorgehensweise bei Aufgaben und Problemstellungen in der mechanischen Verfahrenstechnik.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,2,"Die Studierenden sind in der Lage, einfache Problemstellungen zu analysieren und notwendige Berechnungen selbst durchzuführen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,3,Die Studierenden können ihr Wissen bei praktischen Fragestellungen anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,4,"Die Studierenden verstehen es, Arbeitsaufgaben selbstständig im Team zu organisieren, zu erarbeiten und durchzuführen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,1,Die Studierenden verstehen grundsätzlich die Denk- und Vorgehensweise bei Aufgaben und Problemstellungen in der mechanischen Verfahrenstechnik.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,2,"Die Studierenden sind in der Lage, einfache Problemstellungen zu analysieren und notwendige Berechnungen selbst durchzuführen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,3,Die Studierenden können ihr Wissen bei praktischen Fragestellungen anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,4,"Die Studierenden verstehen es, Arbeitsaufgaben selbstständig im Team zu organisieren, zu erarbeiten und durchzuführen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1200,Kostenmanagement/Controlling,1,Die Studierenden verstehen die Aufgabe und Funktionsweise des Controllings und können dies in Beziehung zum Rechnungswesen setzen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1200,Kostenmanagement/Controlling,2,Die Studierenden können situationsbezogen Controllinginstrumente zur Entscheidungsunterstützung in Unternehmen auswählen und einsetzen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1200,Kostenmanagement/Controlling,3,"Die Studierenden verstehen den Aufbau der Kosten- und Erlösrechnung, insbesondere die verschiedenen Teilrechnungen",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1200,Kostenmanagement/Controlling,4,Die Studierenden können kostenbasierte Entscheidungen in praxisbezogenen Anwendungssituationen treffen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1200,Kostenmanagement/Controlling,5,Die Studierenden analysieren Kosten- und Erlösstrukturen anhand praxisbezogener Fallbeispiele,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1200,Kostenmanagement/Controlling,6,Die Studierenden kennen aktuelle Weiterentwicklungen des Kostenmanagements und des Controllings,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1267,Cost Accounting/Managerial Accounting,1,Die Studierenden verstehen die Aufgabe und Funktionsweise des Controllings und können dies in Beziehung zum Rechnungswesen setzen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1267,Cost Accounting/Managerial Accounting,2,Die Studierenden können situationsbezogen Controllinginstrumente zur Entscheidungsunterstützung in Unternehmen auswählen und einsetzen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1267,Cost Accounting/Managerial Accounting,3,"Die Studierenden verstehen den Aufbau der Kosten- und Erlösrechnung, insbesondere die verschiedenen Teilrechnungen",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1267,Cost Accounting/Managerial Accounting,4,Die Studierenden können kostenbasierte Entscheidungen in praxisbezogenen Anwendungssituationen treffen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1267,Cost Accounting/Managerial Accounting,5,Die Studierenden analysieren Kosten- und Erlösstrukturen anhand praxisbezogener Fallbeispiele,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1267,Cost Accounting/Managerial Accounting,6,Die Studierenden kennen aktuelle Weiterentwicklungen des Kostenmanagements und des Controllings,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1099,Statistik für Wirtschaftsingenieur*innen,1,Die Studierenden werden in die Denkweise und die Methoden der Statistik eingeführt.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1099,Statistik für Wirtschaftsingenieur*innen,2,Die Studierenden lernen die Grundlagen und wichtige Begriffe der Statistik kennen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1099,Statistik für Wirtschaftsingenieur*innen,3,Die Studierenden können verbal dargestellte Sachverhalte interpretieren und durch geeignete mathematische Modelle beschreiben.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1099,Statistik für Wirtschaftsingenieur*innen,4,"Die Studierenden sind in der Lage, Experimente nach statistischen Aspekten zu planen lernen, kritisch mit Datenmaterial umzugehen sowie einfache Abschätzungen und statistische Entscheidungsverfahren durchzuführen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1099,Statistik für Wirtschaftsingenieur*innen,5,"Die Studierenden lernen, anwendungsbezogene Beispiele selbstständig zu bearbeiten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1099,Statistik für Wirtschaftsingenieur*innen,6,Die Studierenden können statistische Software einsetzen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,1,Die Studierenden werden in die Denkweise und die Methoden der Statistik eingeführt.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,2,Die Studierenden lernen die Grundlagen und wichtige Begriffe der Statistik kennen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,3,Die Studierenden können verbal dargestellte Sachverhalte interpretieren und durch geeignete mathematische Modelle beschreiben.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,4,"Die Studierenden sind in der Lage, Experimente nach statistischen Aspekten zu planen lernen, kritisch mit Datenmaterial umzugehen sowie einfache Abschätzungen und statistische Entscheidungsverfahren durchzuführen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,5,"Die Studierenden lernen, anwendungsbezogene Beispiele selbstständig zu bearbeiten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,6,Die Studierenden können statistische Software einsetzen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,1,"Die Studierenden kennen die Funktionen, Leistungen und Prozesse des Marketings und der Marketingplanung",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,2,Die Studierenden sind vertraut mit den Grundlagen des Marketings.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,3,Sie verfügen über ein Verständnis entsprechender Grundbegriffe und können Marketingfragestellungen bearbeiten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,4,"Die Studierenden erwerben einen Überblick über die Aufgaben, die Methoden und die Prozesse des Vertriebs.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,5,Hierbei wird unterschieden zwischen den B2B-Vertriebsstrukturen sowie den Vertriebsschienen zum Handel (B2C).,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,6,"Die Studierenden lernen die typischen Aufgaben des Vertriebsinnen- und -außendienstes kennen, um im späteren Berufskontext mit den entsprechenden Abteilungen und Verantwortlichen fundiert und effektiv zu kommunizieren.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1284,Statistics for Business Engineers,7,Die Studierenden erwerben durch vergleichende Studien von Marketing-Practices ein Verständnis für die Umsetzung in unterschiedlichen Märkten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,1,Die Studierenden beherrschen die Mechanismen der Verderbsreaktionen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,2,Die Studierenden können Verfahren zur Haltbarmachung nach Produkterfordernis auswählen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,3,"Die Studierenden sind in der Lage, Haltbarkeitszeiten für verschiedene Lebensmittel beim Einsatz unterschiedlicher Verfahren zur Erhöhung der Haltbarkeit rechnerisch abzuschätzen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,4,"Die Studierenden sind in der Lage, Verpackungen allgemein und insbesondere Verpackungen für Lebensmittelindustrie, pharmazeutische Industrie und kosmetische Industrie zu verstehen und in groben rechtlichen und technologischen Grundzügen zu bewerten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,5,"Auf Grund der Kenntnisse können sie die Eignung von Verpackungen für spezifische Produkte abschätzen und Verpackungslösungen verstehen, beurteilen und in engerem Rahmen selbst entwickeln.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,1,Die Studierenden beherrschen die Mechanismen der Verderbsreaktionen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,2,Die Studierenden können Verfahren zur Haltbarmachung nach Produkterfordernis auswählen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,3,"Die Studierenden sind in der Lage, Haltbarkeitszeiten für verschiedene Lebensmittel beim Einsatz unterschiedlicher Verfahren zur Erhöhung der Haltbarkeit rechnerisch abzuschätzen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,4,"Die Studierenden sind in der Lage, Verpackungen allgemein und insbesondere Verpackungen für Lebensmittelindustrie, pharmazeutische Industrie und kosmetische Industrie zu verstehen und in groben rechtlichen und technologischen Grundzügen zu bewerten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,5,"Auf Grund der Kenntnisse können sie die Eignung von Verpackungen für spezifische Produkte abschätzen und Verpackungslösungen verstehen, beurteilen und in engerem Rahmen selbst entwickeln.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1102,Verbraucher- und Marktforschung,1,Die Studierenden lernen die Methoden der Markt- und Trendforschung kennen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1102,Verbraucher- und Marktforschung,2,"Die Studierenden erwerben detaillierte und fundierte Kenntnisse des Marktes, des Konkurrenzumfeldes und der Verbrauchermeinung, die essentiell sind, um ein Unternehmen erfolgreich am Markt zu positionieren und durch gezielte Marketingstrategien auf Wachstumskurs zu halten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1102,Verbraucher- und Marktforschung,3,"Die Studierenden sind in der Lage, Marktzahlen und Trendforschungsergebnisse auszuwerten, zu interpretieren und zielgerichtete Marketingstrategien abzuleiten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1102,Verbraucher- und Marktforschung,4,"Die Studierenden verstehen es, eigene Verbraucherstudien durchzuführen, auszuwerten und zu interpretieren.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,1,Die Studierenden kennen Struktur und Prinzipien des europäischen und nationalen Lebensmittelrechtes.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,2,Die Studierenden können ihre Kenntnisse auf konkrete Fallbeispiele aus der beruflichen Praxis anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,3,"Die Studierenden erreichen ein Verständnis für Dynamik und Veränderungsprinzipien der gesetzlichen Normen und sind dadurch in der Lage, zukünftige Änderungen der Gesetzgebung zu antizipieren und in den beruflichen Alltag zu integrieren.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,4,Die Studierenden erreichen ein allgemeines Grundverständnis für juristische Fragestellungen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,5,Die Studierenden lernen durch die vielfältigen Themenstellungen im Lebensmittelrecht fachübergreifend zu argumentieren.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,1,"Die Studierenden wenden betriebswirtschaftliche Methoden und Modelle an, um Entscheidungen unter Unsicherheit fundiert zu treffen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,2,Die Studierenden schätzen die eigene betriebliche Situation und die Wettbewerbssituation korrekt ein.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,3,Die Studierenden erlangen Kompetenzen in den Entscheidungsfeldern nationaler und internationaler Geschäftstätigkeit.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,4,Die Studierenden organisieren sich in Teams und verstehen gruppendynamische Prozesse.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,1,Die Studierenden orientieren sich in den verschiedenen Berufsfeldern.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,2,Die Studierenden können die im Studium erworbenen Fach- und Methodenkenntnisse in der Praxisinstitution anwenden und festigen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,3,Die Studierenden verstehen den Aufbau und Ablauf der Praxisinstitution.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,4,Die Studierenden können sich innerhalb kurzer Zeit in komplexe Aufgaben und Unternehmenskulturen einarbeiten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1252,Internship,1,Die Studierenden orientieren sich in den verschiedenen Berufsfeldern.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1252,Internship,2,Die Studierenden können die im Studium erworbenen Fach- und Methodenkenntnisse in der Praxisinstitution anwenden und festigen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1252,Internship,3,Die Studierenden verstehen den Aufbau und Ablauf der Praxisinstitution.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1252,Internship,4,Die Studierenden können sich innerhalb kurzer Zeit in komplexe Aufgaben und Unternehmenskulturen einarbeiten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1106,Abschlussmodul (Bachelor-Thesis),1,"Die Studierenden sind in der Lage, innerhalb einer vorgegebenen Frist ein bestimmtes, abgegrenztes Problem aus dem Kontext ihres Studiums nach wissenschaftlichen Prinzipien weitgehend selbstständig zu untersuchen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1106,Abschlussmodul (Bachelor-Thesis),2,Die Studierenden können die Ergebnisse logisch und übersichtlich geordnet in Form einer wissenschaftlichen Arbeit schriftlich dokumentieren (Bachelor Thesis) und mit geeigneten multimedialen Hilfsmitteln mündlich darstellen und vertreten (Kolloquium).,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1253,Thesis Module,1,"Die Studierenden sind in der Lage, innerhalb einer vorgegebenen Frist ein bestimmtes, abgegrenztes Problem aus dem Kontext ihres Studiums nach wissenschaftlichen Prinzipien weitgehend selbstständig zu untersuchen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1253,Thesis Module,2,Die Studierenden können die Ergebnisse logisch und übersichtlich geordnet in Form einer wissenschaftlichen Arbeit schriftlich dokumentieren (Bachelor Thesis) und mit geeigneten multimedialen Hilfsmitteln mündlich darstellen und vertreten (Kolloquium).,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1194,Lebensmitteltechnologie I,1,Die Studierenden sind vertraut mit den gegenwärtigen Rohstoffen und Herstellungsverfahren von Grundsubstanzen für bearbeitete Lebensmittel.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1194,Lebensmitteltechnologie I,2,"Die Studierenden verstehen die dahinterliegenden physikalischen, chemischen und biologischen Prinzipien und können dadurch innovative Änderungen in den Rezepturen vornehmen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1194,Lebensmitteltechnologie I,3,Die Studierenden verfügen über einen Überblick über moderne und sich in der Entwicklung befindliche Alternativen zu den bestehenden Techniken und Technologieschritten sowie deren Kombinationsmöglichkeiten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1194,Lebensmitteltechnologie I,4,Dadurch können sie aufkommende Innovationen verstehen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1194,Lebensmitteltechnologie I,5,Die Studierenden erlangen die Grundlagen für die Beurteilung bestehender und alternativer Technologien und können sich zukünftig im Felde der Herstellungstechnologien kreativ und innovativ betätigen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1235,Food Technology I,1,Die Studierenden sind vertraut mit den gegenwärtigen Rohstoffen und Herstellungsverfahren von Grundsubstanzen für bearbeitete Lebensmittel.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1235,Food Technology I,2,"Die Studierenden verstehen die dahinterliegenden physikalischen, chemischen und biologischen Prinzipien und können dadurch innovative Änderungen in den Rezepturen vornehmen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1235,Food Technology I,3,Die Studierenden verfügen über einen Überblick über moderne und sich in der Entwicklung befindliche Alternativen zu den bestehenden Techniken und Technologieschritten sowie deren Kombinationsmöglichkeiten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1235,Food Technology I,4,Dadurch können sie aufkommende Innovationen verstehen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1235,Food Technology I,5,Die Studierenden erlangen die Grundlagen für die Beurteilung bestehender und alternativer Technologien und können sich zukünftig im Felde der Herstellungstechnologien kreativ und innovativ betätigen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1031,Sensorik,1,Die Studierenden kennen Aufbau und Funktion der menschlichen Sinnesorgane sowie die physiologischen Vorgänge der Sinneswahrnehmung.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1031,Sensorik,2,"Die Studierenden kennen ausgewählte sensorische Prüfverfahren und sind in der Lage, diese anzuwenden und deren Ergebnisse zu beurteilen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1031,Sensorik,3,"Die Studierenden wissen über grundlegende statistische Auswertungsmethoden für sensorische Prüfungen Bescheid, können diese durchführen und interpretieren.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1031,Sensorik,4,Die Studierenden kennen die zugrundeliegenden DIN- und ISO-Normen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1031,Sensorik,5,"Die Studierenden sind in der Lage, in einem sensorischen Panel mitzuarbeiten und – nach entsprechender Einarbeitung bzw. unter Anleitung – sensorische Untersuchungen selbst vorzubereiten, durchzuführen und auszuwerten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1031,Sensorik,6,"Die Studierenden sind in der Lage, Innovations- und Produktentwicklungsprozesse durch Ergebnisse humansensorischer Prüfungen zu begleiten und zu steuern.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1237,Sensory Analysis,1,Die Studierenden kennen Aufbau und Funktion der menschlichen Sinnesorgane sowie die physiologischen Vorgänge der Sinneswahrnehmung.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1237,Sensory Analysis,2,"Die Studierenden kennen ausgewählte sensorische Prüfverfahren und sind in der Lage, diese anzuwenden und deren Ergebnisse zu beurteilen.",,,,
